,Overall,Bib,Name,Time
1,1275,31677,Erica Mellinger,05:03:08
2,1278,33228,Brayden Petroshus,05:03:20
3,1278,32245,Mike Parrish,05:03:20
4,1280,30693,Alec Bove,05:03:21
5,1280,33231,Brett Fair,05:03:21
6,1282,32504,Stacy De Las Alas,05:03:22
7,1283,30559,Esti Ollerman,05:03:24
8,1284,33374,Leah Driessen,05:03:34
9,1284,31056,Katie Taber,05:03:34
10,1286,32125,Katie Butzu,05:03:35
11,1287,33557,Debbi Faron,05:03:39
12,1288,32796,Gary Voge,05:03:40
13,1289,31990,Annette Tompkins,05:03:44
14,1289,30604,Robert Gaumond,05:03:44
15,1289,31087,Taylor Marshall,05:03:44
16,1292,32147,Kitab James,05:03:47
17,1293,32630,Daniel Demarco,05:03:50
18,1294,31799,Chris Demarco,05:03:51
19,1295,30841,Svitlana Sergiienko,05:03:54
20,1296,31000,Nathan Lincoln,05:03:56
21,1297,33156,Melodee Jamison,05:03:58
22,1297,33157,Justin Jamison,05:03:58
23,1299,32354,Meredith Ward,05:04:06
24,1300,32838,Dan Vild,05:04:09
0,1300,32836,Michael Sutter,05:04:09
1,1302,30927,Stanley Zeto,05:04:16
2,1303,30928,Anthony Zeto,05:04:19
3,1304,31205,Cameron Durity,05:04:21
4,1305,30485,Mike Spaulding,05:04:24
5,1305,31628,Michelle Thompson,05:04:24
6,1307,31941,Eric Hagan,05:04:26
7,1308,32944,Calisa Fitzpatrick,05:04:29
8,1309,33571,Paul Wallace,05:04:34
9,1310,31085,Kevin Murphy,05:04:36
10,1311,32206,Katherine Russell,05:04:47
11,1311,32222,Lola Thomas,05:04:47
12,1313,31048,Mike Seyman,05:04:54
13,1314,32255,Philip Piaget,05:05:00
14,1315,32126,Nicole Fasciana,05:05:10
15,1316,32960,Thomas Raffelt,05:05:11
16,1317,32321,Lisa Buske,05:05:16
17,1318,32664,Amy Krupp,05:05:21
18,1319,32204,Cara Enright,05:05:22
19,1320,33558,Raymond Siegmund,05:05:23
20,1321,31690,Richard Yokum,05:05:31
21,1321,31700,Jeff Baden,05:05:31
22,1323,30735,Dylan Higgins,05:05:41
23,1323,33246,Ethan Robbins,05:05:41
24,1325,31962,Shannon Vogler,05:05:49
0,1326,31287,Thomas Giandoreggio,05:05:56
1,1327,32002,Alex Jones,05:06:00
2,1327,32752,Jessica Yoder,05:06:00
3,1329,33582,Dylan Burress,05:06:01
4,1330,32822,Jennifer Luitwieler,05:06:03
5,1331,32914,Rachel Lambert,05:06:04
6,1332,32284,Margo Otteson,05:06:14
7,1333,32145,Sheila Bruinooge,05:06:21
8,1334,31613,Andrew Sineni,05:06:22
9,1335,32760,Steve Teresi,05:06:24
10,1336,30796,Thomas Dorris,05:06:25
11,1337,32132,Collin Smith,05:06:35
12,1338,30996,Joe Rossi,05:06:38
13,1339,33171,Jeff Benton,05:06:39
14,1340,31781,Bryan Grullon,05:06:40
15,1341,32824,Christy Logan,05:06:49
16,1342,33428,Joseph Ninke,05:06:51
17,1343,32253,Timothy Walker,05:06:53
18,1343,31917,Abhijit Deshpande,05:06:53
19,1345,33122,Jennifer Moore,05:06:56
20,1346,33662,Renee Laque,05:07:16
21,1347,32812,Elizabeth Banas,05:07:26
22,1348,31675,Honglinh Truong,05:07:33
23,1349,33661,Tim Smith,05:07:36
24,1350,30541,Kay Geving,05:07:38
0,1351,31535,Shauna Barbeau,05:07:39
1,1352,32193,Chris Kjear,05:07:41
2,1353,31038,Jenn Blackburn,05:07:49
3,1354,32594,Pat Mcfarland,05:07:54
4,1355,30852,Kristina Laux,05:08:04
5,1356,30932,Jeanne Ineman,05:08:07
6,1357,33620,Ariel Alana,05:08:10
7,1357,33619,Copa Alana,05:08:10
8,1359,33342,Jacob Steins,05:08:12
9,1360,33640,Leighann Ness,05:08:18
10,1361,32005,Laura Powers,05:08:25
11,1362,31912,Leyia King,05:08:33
12,1362,31631,Shannon Ortega,05:08:33
13,1364,33608,Chris Watson,05:08:40
14,1365,31821,Michael Goulart Jr,05:08:43
15,1366,31470,Louis Santiago,05:08:44
16,1367,32323,Brooke Willis,05:09:01
17,1368,30545,Courtney Guider,05:09:03
18,1368,33591,Brian Barnes,05:09:03
19,1370,31696,Mary Ogg,05:09:07
20,1371,32234,Klara Cavos-Wright,05:09:11
21,1372,31718,Cheryl Denton,05:09:13
22,1372,33220,Corey Queen,05:09:13
23,1374,30763,Kenneth Shimizu,05:09:29
24,1375,31625,Vasant Shankarling,05:09:37
0,1376,33705,Barbara Lee Steplock,05:09:41
1,1376,32684,Justin Rundles,05:09:41
2,1378,31830,Sander Jansen,05:09:44
3,1379,32778,Angela Yeend,05:09:56
4,1380,31815,Eric Griswold,05:09:58
5,1381,32128,Todd Tompkins,05:10:14
6,1382,32050,Diana Monnette,05:10:19
7,1383,30644,Kevin Xiang,05:10:22
8,1384,32272,Mary Cummings,05:10:28
9,1385,32804,Tara Bosley,05:10:32
10,1385,33549,Joon Sim,05:10:32
11,1387,32842,Trevor Pownell,05:10:37
12,1387,32840,Sydney Brignole,05:10:37
13,1389,32724,Emily Parisi,05:10:43
14,1390,31322,Justin Berry,05:10:46
15,1391,32666,Tracey Webb,05:10:52
16,1392,31286,Thomas Nawrocki,05:11:13
17,1393,31128,Justin Delk,05:11:15
18,1394,32500,Adam Austin,05:11:21
19,1395,31848,Jane Tenzer,05:11:22
20,1396,31472,Caroline Bertsch,05:11:27
21,1396,30973,Sarah Bowman,05:11:27
22,1398,33611,Katie Radulovacki,05:11:28
23,1399,33612,Branko Radulovacki,05:11:29
24,1400,32072,Adam Soliday,05:11:40
0,1401,33615,Jim Matteson,05:11:49
1,1402,31224,Lenard Reives,05:11:50
2,1403,31682,Lauren Johnston,05:11:53
3,1404,31537,Guillermo Garciarobles,05:11:55
4,1405,31788,Roni Ocampo,05:12:00
5,1405,31676,Gia Pinkowski,05:12:00
6,1407,30372,Sam Knickerbocker,05:12:02
7,1408,32754,Sal Herrera,05:12:04
8,1409,32406,Michael Janovici,05:12:20
9,1410,31751,Sharee Rhodes,05:12:27
10,1411,31818,Marion Rodriguez,05:12:28
11,1412,31541,Peter Rodriguez,05:12:29
12,1413,33561,Rebecca Dachille,05:12:31
13,1414,31341,Tasha Osborne,05:12:38
14,1415,33429,Gary Myers,05:12:39
15,1416,30813,Marahall Younker Ii,05:12:50
16,1417,31944,Rodney Langer,05:12:52
17,1418,31136,Benjamin Barth,05:12:55
18,1419,31071,Michelle Brown,05:12:58
19,1420,31414,Ryan Higdon,05:13:07
20,1421,32031,Randal Stiefel,05:13:12
21,1422,33635,Nathan Brewer,05:13:13
22,1422,33636,Jeffray Harris,05:13:13
23,1422,30342,Patrick Railling,05:13:13
24,1425,31499,Susan Avon,05:13:36
0,1425,32814,June Salazar,05:13:36
1,1427,32572,Carmine Tufano,05:13:40
2,1428,31340,Adam Olive,05:13:49
3,1429,32264,Alison Eng,05:13:51
4,1429,31633,Tara Pierce,05:13:51
5,1429,31932,Melissa Kinney,05:13:51
6,1432,32160,Karen Slack,05:13:52
7,1432,32087,Tiffany Lenington,05:13:52
8,1434,33624,Caroline Cunningham,05:13:59
9,1434,31775,Joshua Barry,05:13:59
10,1436,31759,Ernie Norris,05:14:00
11,1437,33686,James Wagner,05:14:04
12,1438,31750,Jennifer Witmer,05:14:08
13,1439,33652,Randy Woodward,05:14:11
14,1440,33190,Jason Gladden,05:14:19
15,1441,32015,Mirtha Toledo,05:14:20
16,1441,33191,Hillery Gladden,05:14:20
17,1443,32074,Arturo Polan,05:14:26
18,1444,32908,Nadia Baldasaro,05:14:29
19,1445,32060,Benjamin Bryan,05:14:43
20,1445,32680,Ryan Prinzing,05:14:43
21,1447,31887,Michael Chambers,05:14:48
22,1448,33326,Phillip Weinstein,05:14:57
23,1449,33544,Mary Beth Merzbacher,05:15:09
24,1449,30936,Jodie Sproul,05:15:09
0,1451,30833,Jeff Spahn,05:15:26
1,1452,32285,Amanda Cantu,05:15:38
2,1453,31221,Gino Scarpelli,05:15:40
3,1454,31009,Sharan Babu Katragadda,05:15:45
4,1455,31807,Daniel Connor,05:15:53
5,1456,31659,Julia Sanders,05:16:08
6,1457,31129,Charles Brannen Jr,05:16:10
7,1458,32185,Daniel Crowell,05:16:12
8,1459,31770,Rachel Dockery,05:16:28
9,1460,33505,Evan Root,05:16:37
10,1461,32295,Steve Bratsch,05:16:43
11,1462,32061,Nikki Ruh,05:16:49
12,1462,31293,Joelle Hartke,05:16:49
13,1464,31379,Brandon Romanowski,05:16:54
14,1465,33579,Joseph Hackney,05:17:01
15,1466,32624,Natalie Sequeira,05:17:03
16,1467,31877,Kate Desanto,05:17:04
17,1467,32241,Shelley Cox,05:17:04
18,1469,31458,Debra Shone,05:17:08
19,1470,33493,Eric Burchett,05:17:12
20,1471,31760,Shannon Foster,05:17:17
21,1472,31342,Laura Gordey,05:17:21
22,1473,30930,Guido Hussels,05:17:22
23,1473,31343,Justin Gordey,05:17:22
24,1475,33567,Chris Waddell,05:17:23
0,1476,31058,Jesse Hinnant,05:17:40
1,1477,31705,Jenna Sommer,05:17:41
2,1478,32052,Ann Sahjian,05:17:42
3,1479,32104,Meredith Garner,05:17:44
4,1480,32298,Erika Goodman,05:17:46
5,1481,32828,Mary Grier Illges,05:17:49
6,1481,33310,Natalie Vlach,05:17:49
7,1483,31511,Lillian Funkhouser,05:17:50
8,1483,33685,Tabatha Greenwood,05:17:50
9,1485,31328,Atlee Campbell,05:17:52
10,1486,32231,Jen Novobilski,05:17:58
11,1487,33603,Michael Douglas,05:18:00
12,1488,31573,Ryan Mccord,05:18:01
13,1489,33621,Irene Manalili,05:18:05
14,1490,33181,Rachel Rimmerman,05:18:27
15,1491,32912,Gary Warner,05:18:51
16,1491,31016,Lora Thomerson,05:18:51
17,1491,31800,Tim Gaffney,05:18:51
18,1491,31824,Deena Karnowski,05:18:51
19,1495,531,Bernard Pickney,05:18:53
20,1496,31074,Tonna Fredrick,05:18:57
21,1497,31716,Joe Fitzpatrick,05:19:09
22,1498,32142,Katie Shubra,05:19:13
23,1499,31960,Brooks Woloshyn,05:19:16
24,1500,32776,Alexis Kadey,05:19:21
0,1501,31171,Ryan Wehner,05:19:26
1,1502,32726,Daniel Diffenderfer,05:19:30
2,1503,32852,Elizabeth Kurowski,05:19:33
3,1504,33444,Annie Berry,05:19:34
4,1504,31965,Sharon Ruiz,05:19:34
5,1506,31546,Nick Schlabach,05:19:48
6,1507,32279,Dustin Austin,05:19:52
7,1508,33068,Valerie Hyatt,05:19:53
8,1509,33534,Cody Garrow,05:20:03
9,1510,32095,Sherrie Keipp,05:20:04
10,1511,31314,Kevin Madderra,05:20:05
11,1512,31481,Kristen Peregrini,05:20:10
12,1513,32301,Kristen Norem,05:20:17
13,1514,32203,Jenna Gould,05:20:28
14,1515,33702,Tamara Partridge,05:20:31
15,1516,33391,Rachel Kennedy,05:20:32
16,1517,31925,Eric Mann,05:20:35
17,1518,32290,Yongjun Zhai,05:20:36
18,1519,32058,Mitchell Hartley,05:20:43
19,1520,31519,Shaun Goulbourne,05:20:47
20,1521,31679,David Walters,05:20:48
21,1522,31804,Teresa Algreen,05:20:51
22,1523,31627,Justin Poe,05:20:52
23,1524,31137,Caedran Barth,05:20:53
24,1524,31134,William Barth,05:20:53
0,1526,32153,Kevin Cecotti,05:20:55
1,1527,31964,Laura Nieto,05:20:58
2,1528,33212,Fumiaki Nozoe,05:21:00
3,1529,31994,Josh Gates,05:21:01
4,1530,31361,Jae Maeng,05:21:03
5,1531,31995,Trevor Erickson,05:21:06
6,1532,33265,Cynthia Allen,05:21:11
7,1532,32392,Michael Douglas,05:21:11
8,1534,31863,Andrew Holladay,05:21:13
9,1535,33222,Nicole Moss,05:21:17
10,1536,33309,Lauryn Hardy,05:21:19
11,1537,33356,Ramsey Jarun,05:21:22
12,1538,33647,Tom Korth,05:21:40
13,1539,31474,Bounsavath Sivilay,05:21:42
14,1540,32818,Katherine Bunting,05:21:44
15,1541,32049,Angela Brunson,05:21:48
16,1541,33076,Erich Heinlein,05:21:48
17,1541,33262,Lacy Ritter,05:21:48
18,1541,32075,Bonnie Sauls,05:21:48
19,1545,33192,Micaela Stutzki,05:21:49
20,1546,31094,Haileigh Duplantis,05:21:50
21,1547,31881,Barry Smith,05:21:55
22,1547,32910,Amy Bossler,05:21:55
23,1549,31847,Stephen Jones,05:21:57
24,1549,31506,Liz Oxenham,05:21:57
0,1551,33293,Jessica Peltier,05:22:00
1,1552,31505,Ivar Gaizauskas,05:22:04
2,1552,31868,Rob Hyndman,05:22:04
3,1552,31629,Ema Victorio,05:22:04
4,1555,33628,Ashley Quintanilla,05:22:19
5,1556,31046,Jennifer Bluske,05:22:22
6,1556,31045,Darren Fortney,05:22:22
7,1558,33120,Takahiro Mori,05:22:29
8,1559,32534,K Yvette Jimenez,05:22:34
9,1560,31100,Autumn Davis,05:22:49
10,1560,30916,Voncha Reddy,05:22:49
11,1560,32662,Lindsey Mcguire,05:22:49
12,1560,31479,Paige Bray,05:22:49
13,1564,31097,Shannon Dusza,05:22:50
14,1565,31599,Matthew Mast,05:23:09
15,1566,32800,Kayla Murtaugh,05:23:16
16,1566,33596,Ashley Konstant,05:23:16
17,1568,32251,Miriam Corona,05:23:20
18,1569,32492,David Ekenmo,05:23:21
19,1570,32131,Katie Pascuzzi,05:23:25
20,1570,33170,Katelyn O'Brien,05:23:25
21,1572,30442,Christiana Beveridge,05:23:32
22,1572,33358,Jacqueline White,05:23:32
23,1574,32141,Michael Olewine,05:23:36
24,1575,31579,David Puterbaugh,05:23:39
0,1576,32248,Morgan Bentley,05:23:47
1,1577,32024,Jessica Hamel,05:23:48
2,1578,33275,Leanna Sanders,05:23:53
3,1578,30313,Ryan Dunn,05:23:53
4,1580,31773,Sara Oliver,05:24:02
5,1581,32037,Emily Caroline,05:24:04
6,1581,32036,Emma Morris,05:24:04
7,1583,33594,Matthew White,05:24:13
8,1584,31645,Bill Law,05:24:17
9,1585,32556,Erica Blohm,05:24:22
10,1586,31635,Pamela Jansen,05:24:27
11,1587,33240,Austin Balding,05:24:31
12,1588,32282,Darin Sholar,05:24:42
13,1589,32404,Guizhu Benbow,05:24:46
14,1590,32552,Annie Culver,05:24:47
15,1591,33554,James Casey,05:24:48
16,1592,31808,Dan Gallagher,05:24:59
17,1593,31099,Chris Hendershot,05:25:02
18,1594,32972,Christine Kenney,05:25:03
19,1595,31953,Ryan Mcmanus,05:25:12
20,1596,31486,Niven Crenshaw,05:25:18
21,1597,31622,David Davis,05:25:21
22,1598,31674,Paige Holmes,05:25:28
23,1599,31803,Alyssa Snow,05:25:31
24,1599,33096,Beth Knapp,05:25:31
0,1601,31768,Kendra Burbach,05:25:38
1,1602,33422,Betsy Cohen,05:25:45
2,1603,33445,Kenneth Whaley,05:26:03
3,1604,30988,Kaitlyn Wiener,05:26:04
4,1605,32269,Jordan Hill,05:26:08
5,1606,32846,Lauren Schick,05:26:18
6,1607,33014,Nicole Rosa,05:26:31
7,1608,32040,Gaby Garcia,05:26:37
8,1608,31749,Jose Garcia,05:26:37
9,1610,32080,Deanna Steele,05:26:38
10,1611,31958,Courtney Strickland,05:26:46
11,1611,31957,Joel Strickland,05:26:46
12,1611,30510,Klaus Geyer,05:26:46
13,1614,31377,Jack Frod,05:26:47
14,1615,33682,Mark Ford,05:26:51
15,1615,31375,Miki Ford,05:26:51
16,1617,32270,Megan Cunningham,05:26:55
17,1618,32259,Julio Torres,05:26:56
18,1619,31892,Adrienne Trigg,05:27:01
19,1620,30269,Amanda Staggs,05:27:05
20,1620,33183,Kari Thompson,05:27:05
21,1620,30272,Sandy Staggs,05:27:05
22,1623,32316,Jeri Rae Kendrick,05:27:06
23,1624,33026,Kristine Nowak,05:27:13
24,1625,31226,Jacob Snyder,05:27:20
0,1626,31638,Brett Bellinger,05:27:22
1,1627,32257,Sami Marcu,05:27:25
2,1627,33203,Phillip Ticer,05:27:25
3,1629,31392,Mia Esworthy,05:27:27
4,1630,31902,William Branch,05:27:33
5,1631,33683,Trey Fox,05:27:59
6,1631,30311,Kevin Fox,05:27:59
7,1633,32408,Beth Sedberry,05:28:02
8,1634,32730,Crystal Mullins,05:28:08
9,1635,32115,Genaro Rojas,05:28:12
10,1636,32221,Pam Tebbetts,05:28:23
11,1637,32292,Tony Thomas,05:28:27
12,1638,32854,Shirley Furgiuele,05:28:37
13,1639,32116,Elkin Mesa,05:28:41
14,1639,32108,Laura Estrada,05:28:41
15,1641,31146,Dexter Bateman,05:28:47
16,1641,31145,Mary Grace Bateman,05:28:47
17,1643,31576,Aline Oceguera,05:28:58
18,1643,31337,Justin Vantreese,05:28:58
19,1645,31641,Timothy Hoffman,05:28:59
20,1646,31231,Borran Pea,05:29:04
21,1647,33609,Spencer Moore,05:29:05
22,1648,32227,Kayla Loflin,05:29:07
23,1649,32305,Ryan Sandefur,05:29:28
24,1649,32304,Lindsey Sandefur,05:29:28
0,1651,31686,Tyler Chapman,05:29:33
1,1652,30595,Danielle Magiera,05:29:39
2,1653,30883,Shawn Schmuki,05:29:40
3,1653,31393,Kira Lee,05:29:40
4,1655,33082,Samantha Leonard,05:29:52
5,1655,31288,Daniel Stroud,05:29:52
6,1657,32826,Jessica White,05:29:53
7,1658,33070,William Hyatt,05:30:01
8,1659,32930,Michael Panasuk,05:30:03
9,1660,32660,Leanna Delhey,05:30:09
10,1660,32154,Kevin Kent,05:30:09
11,1662,32598,Daniel Hsu,05:30:13
12,1663,33332,Michelle Kanney,05:30:14
13,1664,33578,Arsenio Franklin,05:30:15
14,1665,33126,Laura Daniel,05:30:19
15,1666,33088,Amy Coble,05:30:20
16,1667,31780,Kate Bangert,05:30:28
17,1668,33224,Shelbie Claycomb,05:30:30
18,1669,31480,Lee Ekkart,05:30:33
19,1670,32299,Laura Schlabach,05:30:55
20,1671,30082,Adams Stein,05:31:03
21,1672,32331,Michael Sosa,05:31:10
22,1672,30848,Jon Cobb,05:31:10
23,1674,32327,Kelsey Jo Walakovits,05:31:12
24,1675,32762,Lindsey Frodge,05:31:13
0,1676,33252,Melanie Corbin,05:31:14
1,1677,31827,George Mattas,05:31:15
2,1678,32862,Tony Presta,05:31:16
3,1679,33680,Udo Freyhofer,05:31:17
4,1680,32230,Tony Amburgy,05:31:24
5,1681,33225,Shelby Gray,05:31:30
6,1682,32302,Stephanie Vendl,05:31:31
7,1683,32312,Larissa Caldwell,05:31:33
8,1684,33195,Michael Roberts,05:31:34
9,1685,32071,Caywood Vanstratum,05:31:36
10,1686,32774,Mark Simmons,05:31:38
11,1687,33341,Jb Ashburn,05:31:39
12,1687,32013,Laurel Kincaid,05:31:39
13,1689,32884,Brandon Fortson,05:31:40
14,1690,32590,Brandon Ocampo,05:31:45
15,1691,33516,Greg Brown,05:31:48
16,1691,32622,Matthew Brennan,05:31:48
17,1691,31332,Brandon Ernstes,05:31:48
18,1694,31889,Ben Bright,05:31:52
19,1695,32067,John Ugorji,05:32:00
20,1696,32696,Aneeqa Thiele,05:32:03
21,1697,30352,Takehiro Sasagawa,05:32:10
22,1698,32063,Sam Mann,05:32:14
23,1698,31983,Shannon Fanucchi,05:32:14
24,1700,31813,Kassidy Yeager,05:32:25
0,1700,31812,Ashley Newcomb,05:32:25
1,1702,33430,Bonnie Woloschuk,05:32:30
2,1703,32038,Kimberly Venvertloh,05:32:33
3,1704,31586,Brian Fahey,05:32:34
4,1705,33307,Angela Mcleod,05:32:37
5,1706,33303,Robert Piggott,05:32:38
6,1707,33327,Morgan Cornacchini,05:32:39
7,1708,31662,Anna Hopkins,05:32:40
8,1708,31663,Fletcher Hopkins,05:32:40
9,1710,33219,Misty Lippard,05:32:42
10,1711,33236,Joseph Montgomery,05:32:47
11,1712,32042,Kevin Gallagher,05:32:54
12,1713,31766,Gabriel Garrido,05:33:09
13,1714,32029,Michael Cline,05:33:28
14,1715,33625,Beth House,05:33:33
15,1716,33371,Lisa Bentley,05:33:36
16,1717,30713,Joe Tennant,05:33:43
17,1718,32055,Natalie Johnson,05:33:50
18,1719,32864,Carley Sarno,05:33:54
19,1720,33020,Cynthia Mitchell,05:34:05
20,1721,32802,Nolan Goebel,05:34:06
21,1722,31194,Corey Neal,05:34:11
22,1723,32236,Jon Teague,05:34:20
23,1724,32194,Brooke Demarco,05:34:28
24,1724,32195,Jake Files,05:34:28
0,1726,33243,Ashley Noffsinger,05:34:36
1,1727,527,Justin Milam,05:34:37
2,1728,31757,Justine Rourk,05:34:40
3,1729,31574,Paloma Lepley,05:34:44
4,1729,32177,Kirsty Walker,05:34:44
5,1731,32638,Lynsey Rank,05:34:56
6,1732,33551,Doug Norfleet,05:34:58
7,1733,32690,Ronald Ruiz,05:34:59
8,1734,32309,Nicole Heck,05:35:05
9,1735,32094,Drew Chandler,05:35:10
10,1736,33282,Regan Cooper,05:35:14
11,1737,32928,Stephanie Anasi,05:35:16
12,1738,32528,Pj Boyle,05:35:28
13,1739,32618,Chelsie Krafka,05:35:38
14,1740,32324,Angela Adams,05:35:40
15,1741,32592,Michele Glose,05:35:46
16,1741,33158,David Uminski,05:35:46
17,1741,32155,Michele Hart,05:35:46
18,1744,33142,William Davis,05:35:50
19,1745,33080,Carolyn Vought,05:35:57
20,1746,32524,Kenneth Fiorilli,05:36:03
21,1747,31527,Kristen Beaudin,05:36:04
22,1748,32189,Jennifer Veazey,05:36:11
23,1749,32462,Caroline Lavenir,05:36:22
24,1750,32460,Kathryn Hall,05:36:23
0,1751,33094,Amy Birtman,05:36:24
1,1752,33655,Gina Hamrang,05:36:29
2,1753,33668,Brandon Eaves,05:36:34
3,1754,33092,Tiffany Skinner,05:36:38
4,1755,33346,Mary Miller,05:36:40
5,1756,32710,Sara Fosbenner,05:36:45
6,1757,31540,Armando Malvone,05:36:57
7,1758,32738,Tatiana Donaldson,05:37:02
8,1759,32616,Kaitlyn Friedman,05:37:06
9,1760,33704,Jessica Averbch,05:37:11
10,1761,31963,Ryan Mathewson,05:37:16
11,1762,33002,Chell Knox,05:37:33
12,1763,32303,Daniel Jones,05:37:34
13,1764,31998,Kip England,05:37:36
14,1765,33585,K'Leetha Gilbert,05:37:44
15,1766,32297,Robert Furman,05:37:46
16,1767,31927,Sarah Hedstrom,05:37:57
17,1768,33058,Genelle Viars,05:38:00
18,1769,30868,Belinda Coakley,05:38:03
19,1770,30292,Onnie Davis,05:38:17
20,1771,31290,Jason Lee,05:38:29
21,1772,32434,Claire Cochell,05:38:41
22,1773,33670,David Kirkbride,05:38:45
23,1773,31846,Troy Bedik,05:38:45
24,1775,32506,Iris Powdrill,05:39:00
0,1776,32329,Kimberley Overturf,05:39:09
1,1777,31355,Nathan Mcgee,05:39:19
2,1778,32073,Brandon Theriault,05:39:39
3,1779,31471,Christie Hutchison,05:39:49
4,1780,33569,William Beau Butler,05:39:51
5,1781,33537,Alonso Munoz,05:39:56
6,1782,32632,Blake Henry,05:40:07
7,1783,33372,Susan Jones,05:40:09
8,1784,33128,Katsuya Ogawa,05:40:11
9,1785,33179,Todd Beel,05:40:15
10,1786,33180,Stephanie Haase,05:40:16
11,1787,32848,Ellie Bennett,05:40:21
12,1788,31721,Diane Bolton,05:40:26
13,1789,30166,Joel Aguero,05:40:37
14,1790,32584,Sarah Barker,05:40:43
15,1791,31366,Lucas Geier,05:40:44
16,1792,32464,Misa Sugui,05:40:50
17,1793,31068,Jason Raisner,05:41:07
18,1793,31067,Jon Deaner,05:41:07
19,1795,32764,Joe Sonnenberg,05:41:08
20,1795,31694,Michael Sonnenberg,05:41:08
21,1797,32296,Brandi Tooley,05:41:11
22,1798,32181,Katie Johnson,05:41:24
23,1799,31748,Brad Schreiner,05:41:25
24,1800,32001,Bryce Hagenow,05:41:28
0,1800,32000,Allison Vaske,05:41:28
1,1802,33060,Reuben Luzano,05:41:34
2,1803,33710,Paul Kelly,05:41:47
3,1803,33711,Michelle Young,05:41:47
4,1805,33199,Candy Cook,05:41:49
5,1806,32378,Kaily Nakhoneinh,05:41:51
6,1807,30981,Amy Anderson,05:41:52
7,1808,33419,Matthew Sentilles,05:42:00
8,1809,32136,Makenzie Larson,05:42:04
9,1810,30853,Bob Coffey,05:42:08
10,1811,33361,Michelle Depa,05:42:16
11,1812,33360,Beth Berg,05:42:17
12,1813,33206,Melissa Benedict,05:42:19
13,1813,33207,Tim Benedict,05:42:19
14,1815,31117,Priscilda Davis,05:42:25
15,1816,31118,Sandra Anderson,05:42:26
16,1816,31116,Amy Coor,05:42:26
17,1818,33595,Jeffrey Devore,05:42:28
18,1819,32810,Meagan Moore,05:42:32
19,1820,33012,Dawn Striker-Roberts,05:42:37
20,1821,31951,Candice Smith,05:42:40
21,1822,31981,Samantha O'Connor,05:43:08
22,1823,32576,Katherine Liles,05:43:19
23,1823,32574,Lauren Hoover,05:43:19
24,1823,31667,Erin Carter,05:43:19
0,1826,31972,Wesley Norton,05:43:20
1,1826,31973,Zhainagul Dzhumataeva,05:43:20
2,1828,31974,Makayla Norton,05:43:21
3,1829,31879,Rebecca Allen,05:43:34
4,1830,32608,Dyana Rasinski,05:43:59
5,1830,33271,Heather Mcallister,05:43:59
6,1832,31024,Kyle Meeks,05:44:00
7,1833,33281,Shelia Wright,05:44:10
8,1834,32628,Lindsay Castelli,05:44:20
9,1834,31257,Sara Mckinley,05:44:20
10,1836,31642,Brian Jansen,05:44:25
11,1837,33519,Jack Crist,05:44:31
12,1838,32224,Robert Nidiffer,05:44:33
13,1839,31984,Rachel Shaw,05:44:41
14,1840,32199,Kathryn Osborn,05:44:44
15,1841,33258,Anne Marie Shelley,05:44:51
16,1841,32634,Emelia Pitlick,05:44:51
17,1843,33631,Andy Johns,05:44:53
18,1844,33273,Arundati Ramesh,05:45:16
19,1845,33166,Tiffany Eschak,05:45:23
20,1846,31395,Kurt Herron,05:45:29
21,1847,30941,Michael Williams,05:45:35
22,1847,30942,Elizabeth Williams,05:45:35
23,1849,32954,Maria Rojas,05:46:00
24,1850,32315,Sarah Purgett,05:46:02
0,1851,32198,Kimberly Rhodes,05:46:20
1,1852,33276,Sandra Miranda,05:46:22
2,1853,32207,Bridget Lacey,05:46:25
3,1854,32197,Chester Paoletti,05:46:26
4,1855,33322,Priscilla Richardson,05:47:22
5,1856,31891,James Ash,05:47:23
6,1857,31309,Mitchell Ginsburg,05:47:33
7,1858,30631,Christopher Brock,05:47:46
8,1859,31468,Michelle Nimmo,05:48:09
9,1860,33617,Randall Hodge,05:48:33
10,1861,32057,Anja Izban,05:48:43
11,1862,32472,Teresa Olivier,05:48:54
12,1862,32470,Sharon Dagostino,05:48:54
13,1864,32952,Erica Waters,05:49:06
14,1865,32382,Rebecca Slone,05:49:07
15,1866,32350,Shelley Cloutier,05:49:42
16,1867,32932,Richard Combes,05:49:44
17,1868,33700,Ronnie Wilson,05:49:50
18,1869,32380,Kelly Weber,05:49:52
19,1870,33028,Anne Truitt,05:50:13
20,1871,33169,Courtney Hendricks,05:50:28
21,1872,33050,Susan Drake,05:50:34
22,1872,32544,Hannah Duke,05:50:34
23,1874,33382,Angela Dunn,05:50:36
24,1875,33279,Dan Mummert,05:50:54
0,1876,32698,Olga Salinas,05:50:58
1,1877,31897,Penny Smith,05:51:10
2,1877,32644,Michelle Hatton,05:51:10
3,1879,32476,Melanie Curtis,05:51:11
4,1879,33193,Candy Voss,05:51:11
5,1881,33052,Ann Walley,05:51:12
6,1882,33238,Aimee Hilber,05:51:14
7,1882,33237,Ryan Donnelly,05:51:14
8,1882,33605,Kristen Kimmel,05:51:14
9,1882,32902,Peter Mullvain,05:51:14
10,1886,33377,Jason Rapoport,05:51:16
11,1887,31805,Penny Frey,05:51:23
12,1888,33287,Anjoli Rashid,05:51:27
13,1889,32982,Raelyn Johnson,05:51:36
